Industry Description,Year,Value,total_labor_comp,surplus,surplus_rate
Air transportation,2010,71788.0,36816.0,34972.0,0.48715662784866554
Air transportation,2011,71244.0,39237.0,32007.0,0.44925888495873334
Air transportation,2012,74095.0,40570.0,33525.0,0.45245968014036037
Air transportation,2013,77362.0,43078.0,34284.0,0.4431633101522711
Air transportation,2014,83597.0,44412.0,39185.0,0.46873691639652143
Air transportation,2015,95603.0,48445.0,47158.0,0.4932690396744872
Air transportation,2016,104425.0,53400.0,51025.0,0.48862820205889396
Air transportation,2017,106983.0,57095.0,49888.0,0.4663170784143275
Air transportation,2018,107798.0,60234.0,47564.0,0.4412326759309078
Air transportation,2019,115580.0,62917.0,52663.0,0.45564111437965044
Air transportation,2020,53380.0,45436.0,7944.0,0.14881978269014612
Air transportation,2021,77710.0,44139.0,33571.0,0.432003603139879
Air transportation,2022,117903.0,65988.0,51915.0,0.4403195847433908
Air transportation,2023,136470.0,78983.0,57487.0,0.42124276397743093
Rail transportation,1997,20852.0,15275.0,5577.0,0.2674563591022444
Rail transportation,1998,22813.0,16414.0,6399.0,0.28049796168851093
Rail transportation,1999,23342.0,17029.0,6313.0,0.27045668751606544
Rail transportation,2000,24118.0,16656.0,7462.0,0.30939547226138153
Rail transportation,2001,24015.0,16406.0,7609.0,0.3168436393920466
Rail transportation,2002,22887.0,16059.0,6828.0,0.29833529951500853
Rail transportation,2003,24489.0,16362.0,8127.0,0.3318632855567806
Rail transportation,2004,26476.0,16982.0,9494.0,0.3585889107115878
Rail transportation,2005,29368.0,17904.0,11464.0,0.39035685099427947
Rail transportation,2006,33328.0,18707.0,14621.0,0.4387001920307249
Rail transportation,2007,33461.0,19287.0,14174.0,0.4235976211111443
Rail transportation,2008,38372.0,20420.0,17952.0,0.46784113416032524
Rail transportation,2009,34473.0,18831.0,15642.0,0.45374641023409623
Rail transportation,2010,35813.0,18460.0,17353.0,0.48454471839834695
Rail transportation,2011,38094.0,20592.0,17502.0,0.45944243187903605
Rail transportation,2012,40801.0,22308.0,18493.0,0.4532486948849293
Rail transportation,2013,42707.0,21618.0,21089.0,0.4938066359144871
Rail transportation,2014,46179.0,23162.0,23017.0,0.4984300223045107
Rail transportation,2015,47220.0,24226.0,22994.0,0.4869546802202457
Rail transportation,2016,43389.0,21943.0,21446.0,0.4942727419392012
Rail transportation,2017,45810.0,21893.0,23917.0,0.5220912464527395
Rail transportation,2018,48418.0,23200.0,25218.0,0.5208393572638275
Rail transportation,2019,47564.0,23009.0,24555.0,0.5162517870658481
Rail transportation,2020,45052.0,20201.0,24851.0,0.5516070318742786
Rail transportation,2021,49409.0,19937.0,29472.0,0.596490517921836
Rail transportation,2022,54300.0,21747.0,32553.0,0.5995027624309393
Rail transportation,2023,56235.0,23335.0,32900.0,0.5850449008624522
Water transportation,1997,6542.0,3131.0,3411.0,0.5214001834301437
Water transportation,1998,6410.0,3041.0,3369.0,0.525585023400936
Water transportation,1999,6501.0,3232.0,3269.0,0.5028457160436856
Water transportation,2000,7969.0,3265.0,4704.0,0.590287363533693
Water transportation,2001,8337.0,3584.0,4753.0,0.5701091519731318
Water transportation,2002,7363.0,3697.0,3666.0,0.49789487980442754
Water transportation,2003,8447.0,3811.0,4636.0,0.54883390552859
Water transportation,2004,9383.0,4188.0,5195.0,0.5536608760524353
Water transportation,2005,9213.0,4666.0,4547.0,0.4935417345055899
Water transportation,2006,13223.0,5090.0,8133.0,0.6150646600620132
Water transportation,2007,14598.0,5752.0,8846.0,0.6059734210165776
Water transportation,2008,16531.0,6080.0,10451.0,0.6322061581271551
Water transportation,2009,15969.0,5890.0,10079.0,0.6311603732231198
Water transportation,2010,14762.0,5999.0,8763.0,0.5936187508467687
Water transportation,2011,14150.0,6333.0,7817.0,0.5524381625441697
Water transportation,2012,13528.0,6554.0,6974.0,0.5155233589591958
Water transportation,2013,16738.0,6866.0,9872.0,0.589795674513084
Water transportation,2014,16701.0,7142.0,9559.0,0.57236093647087
Water transportation,2015,16503.0,7322.0,9181.0,0.5563230927710113
Water transportation,2016,14295.0,7056.0,7239.0,0.5064008394543547
Water transportation,2017,13780.0,7144.0,6636.0,0.4815674891146589
Water transportation,2018,15433.0,7364.0,8069.0,0.5228406661050995
Water transportation,2019,15225.0,7743.0,7482.0,0.49142857142857144
Water transportation,2020,12663.0,7084.0,5579.0,0.4405749032614704
Water transportation,2021,19260.0,7013.0,12247.0,0.635877466251298
Water transportation,2022,22324.0,8362.0,13962.0,0.6254255509765275
Water transportation,2023,24236.0,9218.0,15018.0,0.6196567090278924
Truck transportation,1997,76812.0,60150.0,16662.0,0.21691923137009841
Truck transportation,1998,85250.0,65049.0,20201.0,0.2369618768328446
Truck transportation,1999,92018.0,70600.0,21418.0,0.23275880805929275
Truck transportation,2000,97650.0,72615.0,25035.0,0.25637480798771123
Truck transportation,2001,96843.0,73176.0,23667.0,0.24438524209287196
Truck transportation,2002,96729.0,74711.0,22018.0,0.227625634504647
Truck transportation,2003,101010.0,74878.0,26132.0,0.25870705870705873
Truck transportation,2004,108730.0,80383.0,28347.0,0.2607100156350593
Truck transportation,2005,116458.0,86202.0,30256.0,0.2598018169640557
Truck transportation,2006,125057.0,90514.0,34543.0,0.2762180445716753
Truck transportation,2007,123249.0,93512.0,29737.0,0.24127579128431062
Truck transportation,2008,120042.0,89687.0,30355.0,0.2528698288932207
Truck transportation,2009,108988.0,81094.0,27894.0,0.2559364333688112
Truck transportation,2010,113032.0,80266.0,32766.0,0.28988251114728575
Truck transportation,2011,121505.0,86053.0,35452.0,0.2917740010699148
Truck transportation,2012,127874.0,91476.0,36398.0,0.2846395670738383
Truck transportation,2013,134007.0,94377.0,39630.0,0.2957308200317894
Truck transportation,2014,148089.0,100297.0,47792.0,0.3227248478955223
Truck transportation,2015,160921.0,106185.0,54736.0,0.3401420572827661
Truck transportation,2016,164367.0,106967.0,57400.0,0.34921851709893104
Truck transportation,2017,177432.0,110730.0,66702.0,0.3759299337210875
Truck transportation,2018,190849.0,119063.0,71786.0,0.3761402993990013
Truck transportation,2019,196834.0,130056.0,66778.0,0.33926049361390814
Truck transportation,2020,196058.0,123385.0,72673.0,0.37067092391027145
Truck transportation,2021,229776.0,139934.0,89842.0,0.3909981895411183
Truck transportation,2022,258482.0,156117.0,102365.0,0.39602370764695416
Truck transportation,2023,255948.0,154730.0,101218.0,0.39546314095050555
Transit and ground passenger transportation,1997,15001.0,10695.0,4306.0,0.2870475301646557
Transit and ground passenger transportation,1998,16034.0,10905.0,5129.0,0.31988274915803916
Transit and ground passenger transportation,1999,17548.0,12255.0,5293.0,0.3016298153635742
Transit and ground passenger transportation,2000,18314.0,12344.0,5970.0,0.3259801244949219
Transit and ground passenger transportation,2001,18880.0,13212.0,5668.0,0.30021186440677966
Transit and ground passenger transportation,2002,19308.0,13568.0,5740.0,0.2972860990263103
Transit and ground passenger transportation,2003,21249.0,13786.0,7463.0,0.35121652783660406
Transit and ground passenger transportation,2004,22880.0,14687.0,8193.0,0.35808566433566436
Transit and ground passenger transportation,2005,23353.0,15650.0,7703.0,0.32985055453260825
Transit and ground passenger transportation,2006,25649.0,17121.0,8528.0,0.3324885960466295
Transit and ground passenger transportation,2007,26051.0,17609.0,8442.0,0.3240566580937392
Transit and ground passenger transportation,2008,27901.0,17992.0,9909.0,0.3551485609834773
Transit and ground passenger transportation,2009,28785.0,18193.0,10592.0,0.36796942852179954
Transit and ground passenger transportation,2010,30660.0,19055.0,11605.0,0.3785061969993477
Transit and ground passenger transportation,2011,33517.0,19889.0,13628.0,0.4065996360056091
Transit and ground passenger transportation,2012,35692.0,20189.0,15503.0,0.4343550375434271
Transit and ground passenger transportation,2013,36894.0,20622.0,16272.0,0.441047324768255
Transit and ground passenger transportation,2014,39138.0,22036.0,17102.0,0.43696663089580456
Transit and ground passenger transportation,2015,40386.0,24268.0,16118.0,0.39909869756846433
Transit and ground passenger transportation,2016,40498.0,27162.0,13336.0,0.32930021235616574
Transit and ground passenger transportation,2017,42391.0,30160.0,12231.0,0.28852822533084854
Transit and ground passenger transportation,2018,44940.0,35513.0,9427.0,0.209768580329328
Transit and ground passenger transportation,2019,53140.0,48478.0,4662.0,0.08773052314640573
Transit and ground passenger transportation,2020,39656.0,29863.0,9793.0,0.24694875933024008
Transit and ground passenger transportation,2021,45626.0,33892.0,11734.0,0.25717792486740015
Transit and ground passenger transportation,2022,55635.0,46765.0,8870.0,0.1594320122225218
Transit and ground passenger transportation,2023,67412.0,52846.0,14566.0,0.2160742894440159
Pipeline transportation,1997,6922.0,3507.0,3415.0,0.49335452181450445
Pipeline transportation,1998,9774.0,3562.0,6212.0,0.6355637405361162
Pipeline transportation,1999,10412.0,3844.0,6568.0,0.6308106031502113
Pipeline transportation,2000,9323.0,4916.0,4407.0,0.4727019199828381
Pipeline transportation,2001,16007.0,4883.0,11124.0,0.6949459611420004
Pipeline transportation,2002,10000.0,3782.0,6218.0,0.6218
Pipeline transportation,2003,10295.0,3722.0,6573.0,0.638465274405051
Pipeline transportation,2004,10614.0,3720.0,6894.0,0.6495195025438101
Pipeline transportation,2005,9820.0,3767.0,6053.0,0.6163951120162933
Pipeline transportation,2006,10683.0,4233.0,6450.0,0.6037629879247403
Pipeline transportation,2007,12965.0,4733.0,8232.0,0.6349402236791362
Pipeline transportation,2008,16248.0,4776.0,11472.0,0.7060561299852289
Pipeline transportation,2009,14562.0,4909.0,9653.0,0.6628897129515177
Pipeline transportation,2010,20182.0,5301.0,14881.0,0.7373402041423051
Pipeline transportation,2011,21538.0,5733.0,15805.0,0.7338192961277742
Pipeline transportation,2012,25270.0,6754.0,18516.0,0.7327265532251682
Pipeline transportation,2013,26969.0,6169.0,20800.0,0.7712558863880752
Pipeline transportation,2014,30145.0,6575.0,23570.0,0.7818875435395588
Pipeline transportation,2015,36756.0,7146.0,29610.0,0.8055827619980411
Pipeline transportation,2016,39079.0,7228.0,31851.0,0.815041326543668
Pipeline transportation,2017,40928.0,7617.0,33311.0,0.8138926896012509
Pipeline transportation,2018,43951.0,7772.0,36179.0,0.8231667083797866
Pipeline transportation,2019,38825.0,8566.0,30259.0,0.7793689632968448
Pipeline transportation,2020,38452.0,8481.0,29971.0,0.7794393009466347
Pipeline transportation,2021,41672.0,8199.0,33473.0,0.8032491841044346
Pipeline transportation,2022,44942.0,8933.0,36009.0,0.801232699924347
Pipeline transportation,2023,48623.0,9996.0,38627.0,0.7944182794150916
Other transportation and support activities,1997,55753.0,43080.0,12673.0,0.22730615392893655
Other transportation and support activities,1998,59699.0,46824.0,12875.0,0.21566525402435552
Other transportation and support activities,1999,58005.0,48050.0,9955.0,0.1716231359365572
Other transportation and support activities,2000,65717.0,51817.0,13900.0,0.21151300272380053
Other transportation and support activities,2001,68991.0,53385.0,15606.0,0.22620341783710918
Other transportation and support activities,2002,71564.0,52441.0,19123.0,0.26721535967805043
Other transportation and support activities,2003,73135.0,54916.0,18219.0,0.2491146509878991
Other transportation and support activities,2004,80796.0,59890.0,20906.0,0.2587504331897619
Other transportation and support activities,2005,88661.0,62972.0,25689.0,0.2897440813886602
Other transportation and support activities,2006,94424.0,63970.0,30454.0,0.32252393459290013
Other transportation and support activities,2007,89761.0,67802.0,21959.0,0.2446385401232161
Other transportation and support activities,2008,94213.0,69236.0,24977.0,0.2651120333711908
Other transportation and support activities,2009,85442.0,65533.0,19909.0,0.23301186769972612
Other transportation and support activities,2010,90321.0,67294.0,23027.0,0.254946247273613
Other transportation and support activities,2011,93833.0,68935.0,24898.0,0.26534374900088453
Other transportation and support activities,2012,94723.0,72347.0,22376.0,0.2362256262998427
Other transportation and support activities,2013,98850.0,74913.0,23937.0,0.24215477996965099
Other transportation and support activities,2014,103585.0,77178.0,26407.0,0.25493073321426846
Other transportation and support activities,2015,114160.0,83128.0,31032.0,0.27182901191310443
Other transportation and support activities,2016,118801.0,85079.0,33722.0,0.28385282952163704
Other transportation and support activities,2017,124710.0,91102.0,33608.0,0.2694892149787507
Other transportation and support activities,2018,133412.0,98149.0,35263.0,0.26431655323359216
Other transportation and support activities,2019,143672.0,110556.0,33116.0,0.2304972437218108
Other transportation and support activities,2020,162532.0,116214.0,46318.0,0.2849777274628996
Other transportation and support activities,2021,195244.0,137046.0,58198.0,0.2980783020220852
Other transportation and support activities,2022,217806.0,154062.0,63744.0,0.2926641139362552
Other transportation and support activities,2023,207079.0,162158.0,44921.0,0.2169268733188783
Warehousing and storage,1997,20959.0,17318.0,3641.0,0.17372012023474404
Warehousing and storage,1998,24741.0,18363.0,6378.0,0.25779071177397844
Warehousing and storage,1999,24573.0,17382.0,7191.0,0.29263826150653155
Warehousing and storage,2000,26621.0,19985.0,6636.0,0.24927688666841966
Warehousing and storage,2001,25749.0,20180.0,5569.0,0.2162802438929667
Warehousing and storage,2002,26514.0,20592.0,5922.0,0.22335369993211135
Warehousing and storage,2003,28693.0,21855.0,6838.0,0.2383159655665145
Warehousing and storage,2004,33550.0,25451.0,8099.0,0.24140089418777944
Warehousing and storage,2005,38030.0,27863.0,10167.0,0.2673415724428083
Warehousing and storage,2006,40737.0,28587.0,12150.0,0.29825465792768246
Warehousing and storage,2007,41216.0,31263.0,9953.0,0.2414838897515528
Warehousing and storage,2008,45183.0,31994.0,13189.0,0.29190182148153065
Warehousing and storage,2009,45081.0,32367.0,12714.0,0.2820256870965595
Warehousing and storage,2010,45101.0,32703.0,12398.0,0.2748941265160418
Warehousing and storage,2011,45096.0,33156.0,11940.0,0.26476849387972323
Warehousing and storage,2012,47138.0,35599.0,11539.0,0.2447918876490305
Warehousing and storage,2013,46891.0,36448.0,10443.0,0.22270798234202727
Warehousing and storage,2014,47111.0,38054.0,9057.0,0.19224809492475217
Warehousing and storage,2015,51037.0,43261.0,7776.0,0.15236005251092344
Warehousing and storage,2016,56736.0,48606.0,8130.0,0.1432952622673435
Warehousing and storage,2017,60983.0,53892.0,7091.0,0.11627830706918321
Warehousing and storage,2018,68472.0,60702.0,7770.0,0.1134770417104802
Warehousing and storage,2019,73219.0,64771.0,8448.0,0.1153798877340581
Warehousing and storage,2020,81410.0,76500.0,4910.0,0.06031200098268026
Warehousing and storage,2021,99949.0,93421.0,6528.0,0.06531330978799188
Warehousing and storage,2022,115266.0,109979.0,5287.0,0.045867818784377005
Warehousing and storage,2023,117491.0,111881.0,5610.0,0.04774833817058328
"Publishing industries, except internet (includes software)",1997,94899.0,53912.0,40987.0,0.4319012845235461
"Publishing industries, except internet (includes software)",1998,105632.0,63081.0,42551.0,0.4028230081793396
"Publishing industries, except internet (includes software)",1999,136056.0,72572.0,63484.0,0.466601987416946
"Publishing industries, except internet (includes software)",2000,111815.0,76629.0,35186.0,0.3146804990385905
"Publishing industries, except internet (includes software)",2001,110523.0,74959.0,35564.0,0.32177917718483934
"Publishing industries, except internet (includes software)",2002,132257.0,69239.0,63018.0,0.47648139606977324
"Publishing industries, except internet (includes software)",2003,140897.0,70381.0,70516.0,0.5004790733656501
"Publishing industries, except internet (includes software)",2004,155471.0,71513.0,83958.0,0.5400235413678435
"Publishing industries, except internet (includes software)",2005,167098.0,73788.0,93310.0,0.5584148224395266
"Publishing industries, except internet (includes software)",2006,156285.0,76571.0,79714.0,0.5100553476021371
"Publishing industries, except internet (includes software)",2007,183646.0,82164.0,101482.0,0.5525957548762293
"Publishing industries, except internet (includes software)",2008,180552.0,81432.0,99120.0,0.5489831184367938
"Publishing industries, except internet (includes software)",2009,169696.0,78338.0,91358.0,0.5383627192155384
"Publishing industries, except internet (includes software)",2010,177702.0,76270.0,101432.0,0.5707983027765585
"Publishing industries, except internet (includes software)",2011,184003.0,81448.0,102555.0,0.5573550431242968
"Publishing industries, except internet (includes software)",2012,188799.0,84798.0,104001.0,0.5508556719050419
"Publishing industries, except internet (includes software)",2013,195012.0,84210.0,110802.0,0.568180419666482
"Publishing industries, except internet (includes software)",2014,202725.0,90018.0,112707.0,0.5559600443951166
"Publishing industries, except internet (includes software)",2015,207891.0,96704.0,111187.0,0.5348331577605572
"Publishing industries, except internet (includes software)",2016,218856.0,96556.0,122300.0,0.5588149285374858
"Publishing industries, except internet (includes software)",2017,234850.0,103114.0,131736.0,0.5609367681498829
"Publishing industries, except internet (includes software)",2018,245379.0,113438.0,131941.0,0.5377029004112006
"Publishing industries, except internet (includes software)",2019,277012.0,123763.0,153249.0,0.5532215210893391
"Publishing industries, except internet (includes software)",2020,301606.0,135635.0,165971.0,0.5502907767086862
"Publishing industries, except internet (includes software)",2021,349647.0,164602.0,185045.0,0.5292337700595172
"Publishing industries, except internet (includes software)",2022,356338.0,164855.0,191483.0,0.5373634021631148
"Publishing industries, except internet (includes software)",2023,400255.0,177368.0,222887.0,0.5568625001561505
Motion picture and sound recording industries,1997,39242.0,24043.0,15199.0,0.38731461189541816
Motion picture and sound recording industries,1998,47676.0,24776.0,22900.0,0.4803255306653243
Motion picture and sound recording industries,1999,58885.0,24141.0,34744.0,0.5900314171690584
Motion picture and sound recording industries,2000,52633.0,25476.0,27157.0,0.5159690688351415
Motion picture and sound recording industries,2001,63703.0,27241.0,36462.0,0.5723749273974538
Motion picture and sound recording industries,2002,70012.0,26535.0,43477.0,0.620993543963892
Motion picture and sound recording industries,2003,66761.0,28237.0,38524.0,0.5770434834708887
Motion picture and sound recording industries,2004,72479.0,29412.0,43067.0,0.5941996992232232
Motion picture and sound recording industries,2005,60926.0,28766.0,32160.0,0.5278534615763385
Motion picture and sound recording industries,2006,65228.0,30349.0,34879.0,0.5347243515054885
Motion picture and sound recording industries,2007,73972.0,33426.0,40546.0,0.5481263180662953
Motion picture and sound recording industries,2008,77246.0,33066.0,44180.0,0.571939000077674
Motion picture and sound recording industries,2009,79667.0,33843.0,45824.0,0.5751942460491797
Motion picture and sound recording industries,2010,88671.0,35838.0,52833.0,0.5958317826572386
Motion picture and sound recording industries,2011,82409.0,36128.0,46281.0,0.5616012814134379
Motion picture and sound recording industries,2012,79915.0,38325.0,41590.0,0.5204279547018708
Motion picture and sound recording industries,2013,80833.0,36473.0,44360.0,0.5487857681887348
Motion picture and sound recording industries,2014,80579.0,40605.0,39974.0,0.4960845877958277
Motion picture and sound recording industries,2015,86640.0,44427.0,42213.0,0.4872229916897507
Motion picture and sound recording industries,2016,93637.0,43732.0,49905.0,0.5329623973429307
Motion picture and sound recording industries,2017,94967.0,43383.0,51584.0,0.5431781566228269
Motion picture and sound recording industries,2018,91062.0,46461.0,44601.0,0.4897871779666601
Motion picture and sound recording industries,2019,86171.0,47309.0,38862.0,0.45098699098304534
Motion picture and sound recording industries,2020,74691.0,38496.0,36195.0,0.4845965377354701
Motion picture and sound recording industries,2021,91245.0,50549.0,40696.0,0.4460080004383802
Motion picture and sound recording industries,2022,111771.0,55142.0,56629.0,0.5066519938087697
Motion picture and sound recording industries,2023,112177.0,48097.0,64080.0,0.571240093780365
Broadcasting and telecommunications,1997,204956.0,79869.0,125087.0,0.6103114814887097
Broadcasting and telecommunications,1998,219175.0,87576.0,131599.0,0.6004288810311394
Broadcasting and telecommunications,1999,230986.0,100786.0,130200.0,0.5636705254863931
Broadcasting and telecommunications,2000,249484.0,110674.0,138810.0,0.556388385627936
Broadcasting and telecommunications,2001,251676.0,110771.0,140905.0,0.5598666539519064
Broadcasting and telecommunications,2002,250948.0,106731.0,144217.0,0.5746887801456876
Broadcasting and telecommunications,2003,257258.0,106234.0,151024.0,0.5870526864081972
Broadcasting and telecommunications,2004,279609.0,109435.0,170174.0,0.6086141719329492
Broadcasting and telecommunications,2005,301422.0,108913.0,192509.0,0.6386693738346902
Broadcasting and telecommunications,2006,307221.0,109363.0,197858.0,0.6440249852711891
Broadcasting and telecommunications,2007,342078.0,120223.0,221855.0,0.6485509152883261
Broadcasting and telecommunications,2008,362787.0,116710.0,246077.0,0.6782960800690212
Broadcasting and telecommunications,2009,346402.0,115318.0,231084.0,0.6670977650244514
Broadcasting and telecommunications,2010,347256.0,110600.0,236656.0,0.6815029833897759
Broadcasting and telecommunications,2011,339010.0,112464.0,226546.0,0.6682575735229049
Broadcasting and telecommunications,2012,343555.0,113417.0,230138.0,0.6698723639591914
Broadcasting and telecommunications,2013,380033.0,114963.0,265070.0,0.6974920599000614
Broadcasting and telecommunications,2014,370438.0,117505.0,252933.0,0.6827944217385905
Broadcasting and telecommunications,2015,400221.0,115156.0,285065.0,0.7122689713933053
Broadcasting and telecommunications,2016,424016.0,114526.0,309490.0,0.7299017018225727
Broadcasting and telecommunications,2017,424785.0,115273.0,309512.0,0.7286321315489012
Broadcasting and telecommunications,2018,434768.0,115301.0,319467.0,0.7347987892393184
Broadcasting and telecommunications,2019,461431.0,115717.0,345714.0,0.7492214437261475
Broadcasting and telecommunications,2020,446531.0,114894.0,331637.0,0.7426964757206107
Broadcasting and telecommunications,2021,457006.0,117799.0,339207.0,0.7422375198575073
Broadcasting and telecommunications,2022,441178.0,119892.0,321286.0,0.7282457420814274
Broadcasting and telecommunications,2023,454453.0,124371.0,330082.0,0.726328135142688
"Data processing, internet publishing, and other information services",1997,31618.0,22487.0,9131.0,0.2887911948889873
"Data processing, internet publishing, and other information services",1998,37067.0,26201.0,10866.0,0.2931448458197318
"Data processing, internet publishing, and other information services",1999,31237.0,29329.0,1908.0,0.06108140986650447
"Data processing, internet publishing, and other information services",2000,26881.0,24777.0,2104.0,0.07827089766005729
"Data processing, internet publishing, and other information services",2001,43638.0,41433.0,2205.0,0.05052935514918191
"Data processing, internet publishing, and other information services",2002,64419.0,37821.0,26598.0,0.4128906068085503
"Data processing, internet publishing, and other information services",2003,66341.0,38153.0,28188.0,0.42489561507966417
"Data processing, internet publishing, and other information services",2004,77697.0,40531.0,37166.0,0.47834536725999716
"Data processing, internet publishing, and other information services",2005,75701.0,41474.0,34227.0,0.4521340537113116
"Data processing, internet publishing, and other information services",2006,86117.0,43693.0,42424.0,0.4926321167713692
"Data processing, internet publishing, and other information services",2007,71605.0,38365.0,33240.0,0.4642133929194889
"Data processing, internet publishing, and other information services",2008,89835.0,38579.0,51256.0,0.5705571325207325
"Data processing, internet publishing, and other information services",2009,93295.0,37615.0,55680.0,0.5968165496543223
"Data processing, internet publishing, and other information services",2010,108778.0,39453.0,69325.0,0.6373071760833993
"Data processing, internet publishing, and other information services",2011,124259.0,44430.0,79829.0,0.642440386611835
"Data processing, internet publishing, and other information services",2012,116898.0,50693.0,66205.0,0.5663484405207959
"Data processing, internet publishing, and other information services",2013,145145.0,63828.0,81317.0,0.5602466499018223
"Data processing, internet publishing, and other information services",2014,159550.0,69962.0,89588.0,0.5615042306486995
"Data processing, internet publishing, and other information services",2015,177055.0,81118.0,95937.0,0.5418485781254413
"Data processing, internet publishing, and other information services",2016,197008.0,88947.0,108061.0,0.5485107203768375
"Data processing, internet publishing, and other information services",2017,212634.0,102727.0,109907.0,0.5168834711287941
"Data processing, internet publishing, and other information services",2018,224738.0,118383.0,106355.0,0.47323995052016127
"Data processing, internet publishing, and other information services",2019,272051.0,129193.0,142858.0,0.5251147762735664
"Data processing, internet publishing, and other information services",2020,312932.0,148948.0,163984.0,0.5240243886850817
"Data processing, internet publishing, and other information services",2021,365614.0,190349.0,175265.0,0.4793716870798164
"Data processing, internet publishing, and other information services",2022,409084.0,192581.0,216503.0,0.5292384938056731
"Data processing, internet publishing, and other information services",2023,466648.0,208148.0,258500.0,0.5539507294577497
"Federal Reserve banks, credit intermediation, and related activities",1997,232290.0,111453.0,120837.0,0.5201988893193853
"Federal Reserve banks, credit intermediation, and related activities",1998,266078.0,125331.0,140747.0,0.5289689489548177
"Federal Reserve banks, credit intermediation, and related activities",1999,301610.0,132670.0,168940.0,0.56012731673353
"Federal Reserve banks, credit intermediation, and related activities",2000,320455.0,136849.0,183606.0,0.5729540809161973
"Federal Reserve banks, credit intermediation, and related activities",2001,334535.0,153477.0,181058.0,0.5412228914762282
"Federal Reserve banks, credit intermediation, and related activities",2002,379313.0,164093.0,215220.0,0.5673942100587114
"Federal Reserve banks, credit intermediation, and related activities",2003,397656.0,178604.0,219052.0,0.5508580280443398
"Federal Reserve banks, credit intermediation, and related activities",2004,373224.0,187510.0,185714.0,0.49759393822476583
"Federal Reserve banks, credit intermediation, and related activities",2005,412857.0,201622.0,211235.0,0.5116420455508808
"Federal Reserve banks, credit intermediation, and related activities",2006,428197.0,212501.0,215696.0,0.5037307594401642
"Federal Reserve banks, credit intermediation, and related activities",2007,405474.0,216385.0,189089.0,0.4663406284989913
"Federal Reserve banks, credit intermediation, and related activities",2008,414184.0,204377.0,209807.0,0.5065550576555348
"Federal Reserve banks, credit intermediation, and related activities",2009,407897.0,188170.0,219727.0,0.538682559567734
"Federal Reserve banks, credit intermediation, and related activities",2010,418740.0,190205.0,228535.0,0.5457682571524096
"Federal Reserve banks, credit intermediation, and related activities",2011,460659.0,201287.0,259372.0,0.5630455499621195
"Federal Reserve banks, credit intermediation, and related activities",2012,518927.0,214531.0,304396.0,0.5865873234578274
"Federal Reserve banks, credit intermediation, and related activities",2013,508966.0,221525.0,287441.0,0.5647548166282227
"Federal Reserve banks, credit intermediation, and related activities",2014,561677.0,225488.0,336189.0,0.5985450712776205
"Federal Reserve banks, credit intermediation, and related activities",2015,583737.0,239156.0,344581.0,0.590301796870851
"Federal Reserve banks, credit intermediation, and related activities",2016,620484.0,251765.0,368719.0,0.594244170679663
"Federal Reserve banks, credit intermediation, and related activities",2017,646836.0,265361.0,381475.0,0.5897553630286503
"Federal Reserve banks, credit intermediation, and related activities",2018,684364.0,277575.0,406789.0,0.5944044397425932
"Federal Reserve banks, credit intermediation, and related activities",2019,737604.0,292759.0,444845.0,0.6030946144543685
"Federal Reserve banks, credit intermediation, and related activities",2020,770026.0,323226.0,446800.0,0.5802401477352713
"Federal Reserve banks, credit intermediation, and related activities",2021,838731.0,351919.0,486812.0,0.5804149363741176
"Federal Reserve banks, credit intermediation, and related activities",2022,875343.0,348014.0,527329.0,0.6024255634648361
"Federal Reserve banks, credit intermediation, and related activities",2023,910111.0,353801.0,556310.0,0.6112551106403504
"Securities, commodity contracts, and investments",1997,120934.0,107136.0,13798.0,0.11409529164668332
"Securities, commodity contracts, and investments",1998,120607.0,113305.0,7302.0,0.06054374953360916
"Securities, commodity contracts, and investments",1999,119989.0,111233.0,8756.0,0.07297335589095667
"Securities, commodity contracts, and investments",2000,132726.0,122030.0,10696.0,0.08058707412262857
"Securities, commodity contracts, and investments",2001,187141.0,172985.0,14156.0,0.07564349875227769
"Securities, commodity contracts, and investments",2002,162063.0,152867.0,9196.0,0.05674336523450757
"Securities, commodity contracts, and investments",2003,146010.0,136790.0,9220.0,0.06314635983836724
"Securities, commodity contracts, and investments",2004,159064.0,148747.0,10317.0,0.06486068500729267
"Securities, commodity contracts, and investments",2005,194620.0,189455.0,5165.0,0.026538896310759428
"Securities, commodity contracts, and investments",2006,225971.0,216789.0,9182.0,0.04063353262144258
"Securities, commodity contracts, and investments",2007,205173.0,190159.0,15014.0,0.0731772699136826
"Securities, commodity contracts, and investments",2008,99002.0,85310.0,13692.0,0.13830023635886143
"Securities, commodity contracts, and investments",2009,189660.0,176594.0,13066.0,0.06889170093852157
"Securities, commodity contracts, and investments",2010,195855.0,182250.0,13605.0,0.06946465497434326
"Securities, commodity contracts, and investments",2011,172496.0,158957.0,13539.0,0.07848877655134032
"Securities, commodity contracts, and investments",2012,231836.0,226777.0,5059.0,0.0218214599975845
"Securities, commodity contracts, and investments",2013,245650.0,223131.0,22519.0,0.09167107673519234
"Securities, commodity contracts, and investments",2014,226984.0,210762.0,16222.0,0.07146759242942234
"Securities, commodity contracts, and investments",2015,230128.0,213900.0,16228.0,0.07051727734130571
"Securities, commodity contracts, and investments",2016,257110.0,253125.0,3985.0,0.015499202675897475
